County,State,Pov_Num_All,Pov_Pct_All,Median_Income,Crime_Rate_per_100000,Murder,Rape,Robbery,Aggravated_Assault,Burglary,Larceny,Vehicle_Theft,Arson,Population,Mean_Rent,Median_Rent,Latitude,Longitude
Nassau County,NY,82154.0,6.1,101568.0,159.8203672,1.0,4.0,21.0,95.0,412.0,926.0,72.0,12.0,75710.0,2207.0,2196.0,40.621197,-73.706215
Niagara County,NY,32421.0,15.5,48517.0,381.7987482,4.0,47.0,207.0,560.0,1437.0,4425.0,228.0,61.0,214249.0,907.0,969.0,43.238847,-78.911378
Oneida County,NY,39680.0,18.0,47390.0,23.39181287,0.0,0.0,0.0,1.0,6.0,19.0,1.0,0.0,4275.0,698.0,594.0,43.070439,-75.599216
Onondaga County,NY,66114.0,14.6,57114.0,374.9036587,15.0,111.0,539.0,1091.0,2988.0,8553.0,592.0,63.0,468387.0,850.0,843.0,43.133128,-76.313518
Ontario County,NY,10210.0,9.6,58085.0,137.4847621,2.0,36.0,22.0,90.0,434.0,1556.0,41.0,0.0,109103.0,761.0,659.0,42.61764,-77.402101
Orange County,NY,44395.0,12.1,71162.0,58.79301401,1.0,7.0,1.0,8.0,192.0,238.0,18.0,10.0,28915.0,991.0,772.0,44.117656,-72.550642
Orleans County,NY,5532.0,14.2,48126.0,139.8652876,0.0,13.0,0.0,25.0,174.0,273.0,25.0,3.0,27169.0,716.0,717.0,44.80877,-72.199501
Oswego County,NY,19996.0,17.4,49391.0,162.5882062,0.0,32.0,26.0,139.0,774.0,2163.0,101.0,18.0,121165.0,972.0,968.0,43.456254,-76.541875
Otsego County,NY,9357.0,16.8,47942.0,132.9377624,0.0,15.0,14.0,54.0,195.0,716.0,25.0,14.0,61683.0,812.0,803.0,42.614098,-74.739852
Putnam County,NY,5897.0,6.0,90497.0,0.0,0.0,0.0,0.0,0.0,8.0,25.0,2.0,0.0,4875.0,722.0,774.0,38.471718,-81.81221
Rensselaer County,NY,18537.0,12.0,60117.0,278.8929326,9.0,29.0,130.0,278.0,964.0,3032.0,135.0,9.0,159918.0,927.0,867.0,42.685831,-73.642491
Richmond County,NY,66586.0,14.2,71058.0,11.16944041,0.0,0.0,0.0,1.0,9.0,41.0,15.0,1.0,8953.0,580.0,572.0,34.938562,-79.760317
Rockland County,NY,44933.0,14.0,84249.0,155.1870815,2.0,28.0,144.0,324.0,540.0,3145.0,127.0,18.0,320903.0,1261.0,1199.0,41.09114,-73.968833
St. Lawrence County,NY,18379.0,18.5,42811.0,110.7508731,0.0,14.0,11.0,99.0,486.0,1751.0,40.0,13.0,111963.0,714.0,675.0,44.41507,-75.392454
Saratoga County,NY,14149.0,6.4,75029.0,68.34476135,2.0,18.0,20.0,113.0,542.0,2479.0,55.0,13.0,223865.0,1058.0,919.0,42.946539,-73.639266
Schenectady County,NY,18112.0,12.0,59432.0,450.0009657,7.0,37.0,227.0,428.0,1059.0,3626.0,191.0,71.0,155333.0,820.0,814.0,42.80184,-73.927295
Schoharie County,NY,4100.0,13.7,50588.0,59.66587112,0.0,6.0,1.0,12.0,133.0,333.0,12.0,0.0,31844.0,754.0,674.0,42.793006,-74.612835
Schuyler County,NY,2240.0,12.5,49664.0,68.83891693,0.0,0.0,0.0,3.0,6.0,19.0,1.0,1.0,4358.0,440.0,320.0,40.411775,-92.566678
Seneca County,NY,4535.0,14.1,49813.0,39.34613871,0.0,4.0,6.0,12.0,207.0,330.0,11.0,2.0,55914.0,0.0,0.0,41.026155,-83.104977
Steuben County,NY,14745.0,15.4,47352.0,43.65795448,2.0,4.0,6.0,3.0,174.0,816.0,21.0,4.0,34358.0,630.0,627.0,42.562845,-77.595873
Suffolk County,NY,114849.0,7.8,87634.0,141.0913106,23.0,52.0,745.0,1295.0,4349.0,21072.0,1178.0,155.0,1499738.0,1461.0,1260.0,40.709943,-73.296085
Sullivan County,NY,13116.0,18.1,49161.0,51.83056118,3.0,1.0,0.0,7.0,64.0,252.0,17.0,0.0,21223.0,612.0,542.0,36.444433,-82.461254
Tioga County,NY,5742.0,11.7,57541.0,65.68079135,0.0,0.0,7.0,26.0,148.0,423.0,15.0,0.0,50243.0,496.0,445.0,41.917681,-77.540282
Tompkins County,NY,18480.0,20.1,55839.0,82.99796365,0.0,10.0,33.0,43.0,294.0,1736.0,38.0,2.0,103617.0,840.0,919.0,42.471183,-76.542685
Ulster County,NY,24163.0,14.0,58328.0,154.697842,1.0,31.0,38.0,209.0,731.0,2865.0,77.0,24.0,180998.0,1538.0,1734.0,42.020979,-74.085506
Warren County,NY,7217.0,11.3,54492.0,47.53416518,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,8415.0,550.0,566.0,35.538708,-85.860575
Washington County,NY,7839.0,13.3,51188.0,34.61405331,0.0,2.0,2.0,3.0,20.0,93.0,13.0,0.0,20223.0,875.0,876.0,43.432069,-88.047646
Wayne County,NY,11008.0,12.2,51273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20539.0,526.0,509.0,38.225091,-82.441558
Westchester County,NY,96580.0,10.1,85688.0,251.8574487,20.0,73.0,915.0,1432.0,1903.0,10020.0,634.0,44.0,968802.0,1310.0,1223.0,41.270592,-73.774708
Wyoming County,NY,4923.0,13.3,52796.0,99.98928686,0.0,7.0,1.0,20.0,99.0,274.0,25.0,2.0,28003.0,752.0,702.0,37.584535,-81.536384
Yates County,NY,3248.0,13.6,46392.0,79.50389569,0.0,6.0,0.0,14.0,111.0,291.0,4.0,3.0,25156.0,758.0,919.0,42.760687,-77.227394
Alamance County,NC,29039.0,18.9,41566.0,436.5907059,4.0,35.0,138.0,497.0,1438.0,3530.0,250.0,14.0,154378.0,562.0,582.0,35.9690297,-82.2959968
Alexander County,NC,5555.0,15.5,41092.0,111.0208503,2.0,7.0,7.0,25.0,371.0,560.0,45.0,16.0,36930.0,579.0,595.0,35.916779,-81.175951
Alleghany County,NC,2451.0,22.9,36113.0,18.28320687,0.0,1.0,0.0,1.0,5.0,31.0,5.0,0.0,10939.0,675.0,789.0,37.798914,-79.790567
Anson County,NC,5798.0,25.2,35307.0,531.3252552,1.0,15.0,30.0,93.0,508.0,769.0,38.0,3.0,26161.0,647.0,656.0,35.00387,-80.196263
Ashe County,NC,5399.0,20.2,35238.0,103.1269567,0.0,4.0,1.0,23.0,221.0,295.0,32.0,2.0,27151.0,576.0,537.0,36.392476,-81.489241
Avery County,NC,2997.0,19.7,37120.0,135.4937052,0.0,0.0,1.0,23.0,61.0,184.0,7.0,5.0,17713.0,755.0,791.0,36.158247,-81.980813
Beaufort County,NC,9062.0,19.2,41725.0,351.8456093,1.0,7.0,36.0,123.0,504.0,1007.0,33.0,12.0,47464.0,971.0,879.0,32.375346,-80.753485
Bertie County,NC,4605.0,24.8,31967.0,152.3790798,0.0,2.0,8.0,21.0,120.0,229.0,11.0,3.0,20344.0,660.0,589.0,36.181248,-77.224303
Bladen County,NC,8608.0,25.4,33882.0,361.6221336,2.0,2.0,20.0,102.0,454.0,961.0,41.0,13.0,34843.0,711.0,643.0,34.650229,-78.491061
Brunswick County,NC,17399.0,14.3,48831.0,58.91710364,0.0,1.0,2.0,7.0,56.0,79.0,13.0,1.0,16973.0,0.0,0.0,36.557642,-77.87296
Buncombe County,NC,37433.0,15.2,45094.0,238.7944109,10.0,54.0,181.0,347.0,1661.0,5237.0,537.0,22.0,247912.0,673.0,525.0,35.64804,-82.299164
Burke County,NC,14434.0,16.7,42711.0,43.36513443,0.0,0.0,0.0,1.0,6.0,15.0,5.0,0.0,2306.0,433.0,356.0,35.755545,-81.572674
Cabarrus County,NC,21118.0,10.8,57881.0,111.0956812,6.0,20.0,81.0,101.0,1035.0,3163.0,222.0,31.0,187226.0,1147.0,1143.0,35.268763,-80.436782
Caldwell County,NC,12963.0,16.2,39636.0,159.7755824,2.0,9.0,32.0,88.0,830.0,1931.0,132.0,24.0,81990.0,0.0,0.0,29.872899,-97.937735
Camden County,NC,994.0,9.7,62000.0,117.7971925,0.0,1.0,2.0,9.0,40.0,72.0,3.0,0.0,10187.0,999.0,902.0,39.845416,-75.021701
Carteret County,NC,9370.0,13.8,50837.0,293.7136511,4.0,30.0,20.0,147.0,618.0,1354.0,78.0,7.0,68434.0,888.0,790.0,34.770703,-76.879076
Catawba County,NC,23050.0,15.1,41745.0,311.349396,13.0,34.0,119.0,316.0,1555.0,4057.0,292.0,36.0,154810.0,787.0,821.0,35.585537,-81.219691
Chatham County,NC,8111.0,11.6,58860.0,155.6490115,1.0,10.0,18.0,75.0,504.0,739.0,41.0,8.0,66817.0,670.0,653.0,35.724443,-79.456391
Cherokee County,NC,4902.0,18.3,38284.0,91.51244303,3.0,35.0,32.0,136.0,774.0,2189.0,168.0,1.0,225106.0,0.0,0.0,32.14573,-95.122103
Clay County,NC,1845.0,17.4,38980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6392.0,605.0,566.0,34.013096,-98.231798
Cleveland County,NC,18738.0,19.8,40237.0,81.46165484,0.0,0.0,1.0,6.0,70.0,47.0,9.0,0.0,8593.0,932.0,875.0,35.094631,-97.282809
Columbus County,NC,12878.0,24.0,34478.0,370.3315515,4.0,17.0,55.0,136.0,959.0,1325.0,123.0,14.0,57246.0,599.0,567.0,34.330585,-78.701405
Craven County,NC,14792.0,15.0,47805.0,310.0804869,3.0,24.0,61.0,236.0,1888.0,2116.0,145.0,9.0,104489.0,541.0,426.0,35.303057,-77.1567
Cumberland County,NC,59320.0,18.8,42380.0,58.9188393,0.0,1.0,1.0,2.0,32.0,14.0,4.0,0.0,6789.0,956.0,958.0,37.297458,-78.399326
Currituck County,NC,2607.0,10.4,66426.0,151.6642072,0.0,2.0,2.0,33.0,114.0,419.0,11.0,6.0,24396.0,564.0,619.0,36.352315,-75.951451
Dare County,NC,3663.0,10.3,53585.0,265.5701191,2.0,15.0,16.0,60.0,605.0,1168.0,45.0,10.0,35019.0,740.0,798.0,35.89849,-75.7807
Davidson County,NC,22977.0,14.1,46400.0,191.5310244,0.0,15.0,84.0,214.0,1361.0,2450.0,173.0,27.0,163420.0,1042.0,957.0,36.119618,-86.767453
Davie County,NC,5080.0,12.3,52525.0,175.6750253,1.0,8.0,11.0,53.0,308.0,620.0,33.0,3.0,41554.0,1058.0,1046.0,35.945834,-80.392174
Duplin County,NC,14603.0,24.9,38397.0,326.2099727,9.0,15.0,24.0,148.0,633.0,806.0,64.0,12.0,60084.0,610.0,572.0,34.827083,-77.924569
Durham County,NC,49310.0,17.1,53875.0,621.2408853,21.0,70.0,633.0,1066.0,3735.0,7491.0,772.0,61.0,288133.0,0.0,0.0,36.213368,-78.910888
Edgecombe County,NC,14742.0,27.8,32529.0,615.3956886,3.0,14.0,61.0,264.0,735.0,1301.0,83.0,13.0,55574.0,871.0,1047.0,35.968465,-77.444269
Forsyth County,NC,64966.0,18.1,47346.0,85.46352447,0.0,15.0,10.0,142.0,395.0,1432.0,33.0,2.0,195405.0,790.0,781.0,36.225597,-80.358846
Franklin County,NC,9909.0,16.0,48009.0,32.41491086,1.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,3085.0,719.0,751.0,46.643575,-118.556564
Gaston County,NC,36243.0,17.3,45031.0,374.8448095,6.0,50.0,194.0,535.0,1826.0,4872.0,377.0,49.0,209420.0,718.0,731.0,35.355451,-81.094445
Gates County,NC,1889.0,16.7,46387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11650.0,1014.0,702.0,36.446894,-76.612732
Graham County,NC,1783.0,21.0,33827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8736.0,465.0,471.0,35.323264,-83.805451
Granville County,NC,8786.0,16.0,50314.0,350.0643501,0.0,5.0,46.0,153.0,712.0,1032.0,62.0,10.0,58275.0,739.0,760.0,36.447546,-78.568892
Greene County,NC,4734.0,25.4,35060.0,21.06149958,0.0,0.0,0.0,3.0,10.0,11.0,6.0,0.0,14244.0,590.0,510.0,36.168022,-82.819673
Guilford County,NC,78783.0,15.7,48283.0,441.7599337,28.0,93.0,753.0,1364.0,5151.0,12198.0,933.0,183.0,506610.0,841.0,809.0,35.951694,-79.75441
Halifax County,NC,14219.0,27.9,31952.0,169.4867377,0.0,4.0,11.0,45.0,242.0,656.0,38.0,4.0,35401.0,547.0,546.0,36.711825,-78.913354
Harnett County,NC,22008.0,17.7,48301.0,254.4264604,4.0,20.0,57.0,237.0,1203.0,1802.0,150.0,18.0,124987.0,645.0,650.0,35.311635,-78.612962
Haywood County,NC,10436.0,17.6,43573.0,263.5892064,1.0,14.0,19.0,122.0,616.0,996.0,95.0,4.0,59183.0,675.0,660.0,35.533053,-82.910855
Henderson County,NC,14551.0,13.1,47280.0,176.1913456,6.0,28.0,30.0,129.0,788.0,1601.0,161.0,3.0,109540.0,857.0,856.0,32.190556,-95.570391
Hertford County,NC,5810.0,26.9,34453.0,302.8938644,4.0,5.0,15.0,50.0,225.0,350.0,35.0,6.0,24431.0,514.0,565.0,36.389448,-76.934729
Hoke County,NC,10281.0,19.9,42819.0,105.2180352,0.0,0.0,23.0,30.0,503.0,368.0,17.0,21.0,51322.0,0.0,0.0,34.806148,-79.181112
Hyde County,NC,1096.0,23.0,37074.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1391.0,567.0,560.0,44.52137,-99.439332
Iredell County,NC,23985.0,14.2,55848.0,288.7239617,1.0,31.0,89.0,354.0,1650.0,3251.0,247.0,19.0,164517.0,779.0,733.0,35.685598,-80.885126
Jackson County,NC,7879.0,20.9,41537.0,22.34304014,0.0,1.0,0.0,1.0,29.0,28.0,7.0,0.0,13427.0,574.0,573.0,38.820029,-81.708811
Johnston County,NC,23887.0,13.0,52681.0,154.6860783,1.0,1.0,0.0,15.0,17.0,46.0,4.0,1.0,10990.0,725.0,724.0,34.442069,-96.629676
Jones County,NC,2115.0,21.4,39688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,525.0,474.0,32.800432,-99.623217
Lee County,NC,10044.0,17.1,44294.0,63.27630654,0.0,3.0,7.0,44.0,299.0,464.0,31.0,20.0,85340.0,549.0,520.0,36.805134,-83.057415
Lincoln County,NC,10774.0,13.4,49343.0,0.0,0.0,0.0,0.0,0.0,12.0,26.0,3.0,0.0,3147.0,0.0,0.0,42.862266,-110.900716
McDowell County,NC,8183.0,18.8,37430.0,162.3629368,0.0,6.0,9.0,58.0,488.0,821.0,63.0,5.0,44961.0,417.0,539.0,37.428054,-81.591427
Macon County,NC,5719.0,16.9,41395.0,112.2367605,1.0,3.0,6.0,28.0,215.0,495.0,28.0,1.0,33857.0,471.0,476.0,36.529905,-85.848095
Madison County,NC,4151.0,20.9,37899.0,38.83997929,0.0,1.0,0.0,5.0,45.0,85.0,5.0,0.0,15448.0,763.0,777.0,31.02512,-95.7565
Martin County,NC,5213.0,22.5,36543.0,78.74015748,0.0,0.0,0.0,8.0,26.0,69.0,9.0,5.0,10160.0,789.0,835.0,32.130509,-101.793032
Mecklenburg County,NC,145693.0,14.3,57029.0,184.560555,0.0,10.0,12.0,36.0,226.0,462.0,39.0,14.0,31426.0,763.0,712.0,36.701393,-78.094034
Mitchell County,NC,2516.0,16.7,39955.0,13.0480167,0.0,0.0,2.0,0.0,8.0,57.0,6.0,0.0,15328.0,914.0,801.0,32.343658,-100.938164
Montgomery County,NC,5296.0,19.9,39096.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,1.0,9226.0,902.0,923.0,37.206332,-80.488108
Moore County,NC,12305.0,13.2,52139.0,63.48198699,0.0,0.0,0.0,4.0,20.0,65.0,4.0,0.0,6301.0,0.0,0.0,35.643066,-101.596432
Nash County,NC,16648.0,18.1,43450.0,628.8580653,11.0,17.0,100.0,470.0,1125.0,1981.0,166.0,12.0,95093.0,735.0,692.0,35.866285,-77.830544
New Hanover County,NC,36967.0,17.3,52456.0,391.5279907,9.0,46.0,300.0,480.0,2447.0,6038.0,500.0,20.0,213267.0,1484.0,1533.0,34.067504,-77.892296
Northampton County,NC,5270.0,26.8,33301.0,164.9484536,0.0,4.0,7.0,9.0,76.0,158.0,18.0,0.0,12125.0,857.0,856.0,37.554653,-75.823838
Onslow County,NC,26437.0,15.3,46144.0,210.0205161,7.0,54.0,55.0,273.0,1321.0,3438.0,183.0,24.0,185220.0,999.0,920.0,34.693159,-77.13363
Orange County,NC,18860.0,14.3,61570.0,58.79301401,1.0,7.0,1.0,8.0,192.0,238.0,18.0,10.0,28915.0,991.0,772.0,44.117656,-72.550642
Pamlico County,NC,1756.0,14.6,41004.0,208.4459199,0.0,1.0,3.0,23.0,57.0,234.0,5.0,1.0,12953.0,722.0,683.0,35.138756,-76.741543
Pender County,NC,8375.0,14.8,49390.0,224.0936856,1.0,11.0,14.0,98.0,206.0,713.0,43.0,5.0,55334.0,0.0,0.0,34.738124,-77.990787
Person County,NC,6317.0,16.3,43917.0,272.4310011,0.0,14.0,14.0,79.0,378.0,589.0,33.0,5.0,39276.0,618.0,604.0,36.388905,-78.980651
Pitt County,NC,43954.0,25.9,41909.0,399.3963148,11.0,36.0,207.0,442.0,1763.0,3982.0,188.0,4.0,174263.0,0.0,0.0,35.710541,-77.267597
Polk County,NC,2714.0,13.5,45672.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,1.0,2.0,5275.0,794.0,712.0,45.363176,-92.634675
Randolph County,NC,23195.0,16.4,43216.0,23.41280681,0.0,0.0,0.0,6.0,134.0,320.0,21.0,2.0,25627.0,525.0,675.0,38.89802,-79.963734
Richmond County,NC,12721.0,28.7,33017.0,11.16944041,0.0,0.0,0.0,1.0,9.0,41.0,15.0,1.0,8953.0,580.0,572.0,34.938562,-79.760317
Robeson County,NC,39785.0,30.6,32128.0,809.8427036,13.0,32.0,273.0,775.0,2937.0,4637.0,385.0,69.0,134841.0,0.0,0.0,34.796961,-79.25597
Rockingham County,NC,16699.0,18.4,40148.0,75.89302942,0.0,13.0,4.0,42.0,204.0,479.0,49.0,0.0,77741.0,793.0,666.0,38.417268,-78.941163
Rowan County,NC,23342.0,17.3,44862.0,63.75653504,0.0,6.0,4.0,5.0,66.0,228.0,10.0,1.0,23527.0,845.0,846.0,35.549567,-80.610475
Rutherford County,NC,12493.0,19.2,36998.0,155.3258857,1.0,5.0,14.0,84.0,863.0,1127.0,100.0,14.0,66956.0,937.0,880.0,35.852164,-86.416022
Sampson County,NC,13382.0,21.4,40660.0,188.6204209,6.0,6.0,27.0,82.0,883.0,892.0,89.0,5.0,64150.0,274.0,274.0,35.170129,-78.40411
Scotland County,NC,9509.0,29.0,35447.0,60.96321886,0.0,0.0,0.0,3.0,24.0,57.0,2.0,0.0,4921.0,669.0,662.0,34.8891,-79.365208
Stanly County,NC,10051.0,17.1,44878.0,179.7641626,0.0,11.0,22.0,76.0,537.0,929.0,51.0,17.0,60635.0,646.0,706.0,35.376354,-80.311341
Stokes County,NC,7019.0,15.3,42889.0,345.5825534,2.0,5.0,9.0,145.0,452.0,823.0,63.0,5.0,46588.0,596.0,651.0,36.322773,-80.423167
Surry County,NC,13041.0,18.2,38408.0,292.9500342,7.0,15.0,28.0,164.0,679.0,1466.0,121.0,19.0,73050.0,865.0,798.0,37.227284,-76.966498
Union County,NC,21397.0,9.7,71690.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7277.0,516.0,546.0,36.246639,-83.806439
Vance County,NC,10842.0,24.6,32698.0,522.2281735,11.0,8.0,97.0,118.0,1029.0,1800.0,167.0,12.0,44808.0,717.0,538.0,36.398941,-78.323436
Wake County,NC,111299.0,11.1,70629.0,248.0783423,21.0,167.0,814.0,1415.0,5240.0,16762.0,1341.0,108.0,974289.0,849.0,701.0,35.923444,-78.466499
Warren County,NC,5220.0,27.3,34149.0,47.53416518,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,8415.0,550.0,566.0,35.538708,-85.860575
Washington County,NC,2861.0,23.4,35146.0,34.61405331,0.0,2.0,2.0,3.0,20.0,93.0,13.0,0.0,20223.0,875.0,876.0,43.432069,-88.047646
Wayne County,NC,22267.0,18.4,41161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20539.0,526.0,509.0,38.225091,-82.441558
Wilkes County,NC,12595.0,18.7,40647.0,234.7043739,2.0,8.0,22.0,130.0,622.0,1326.0,72.0,5.0,69023.0,558.0,497.0,36.172881,-81.139076
Wilson County,NC,15955.0,19.9,41276.0,101.2814303,3.0,6.0,3.0,34.0,143.0,437.0,39.0,0.0,45418.0,731.0,779.0,29.235974,-97.963888
Yadkin County,NC,6050.0,16.3,41208.0,325.9897997,2.0,6.0,6.0,110.0,376.0,552.0,35.0,6.0,38038.0,672.0,658.0,36.132552,-80.663731
Yancey County,NC,3359.0,19.3,36418.0,91.08505067,1.0,1.0,1.0,13.0,88.0,110.0,4.0,1.0,17566.0,531.0,530.0,35.916361,-82.297425
Adams County,ND,233.0,10.1,48106.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,2360.0,772.0,690.0,48.1590408,-103.6106598
Barnes County,ND,1315.0,12.4,51053.0,107.2386059,0.0,3.0,0.0,9.0,37.0,125.0,5.0,1.0,11190.0,637.0,576.0,46.922518,-98.007074
Benson County,ND,1872.0,27.9,39969.0,43.62367311,0.0,3.0,0.0,0.0,5.0,13.0,5.0,0.0,6877.0,425.0,575.0,47.853087,-98.7059
Bottineau County,ND,683.0,10.6,56645.0,74.2280285,2.0,0.0,0.0,3.0,18.0,44.0,4.0,0.0,6736.0,1201.0,1363.0,48.910034,-100.682601
Burke County,ND,192.0,8.4,68477.0,43.36513443,0.0,0.0,0.0,1.0,6.0,15.0,5.0,0.0,2306.0,433.0,356.0,35.755545,-81.572674
Burleigh County,ND,8048.0,9.0,66057.0,275.8402388,1.0,38.0,17.0,188.0,387.0,1650.0,120.0,12.0,88457.0,662.0,829.0,47.156761,-100.52726
Cass County,ND,17733.0,10.7,55946.0,51.99802408,0.0,7.0,5.0,8.0,224.0,986.0,56.0,2.0,38463.0,673.0,643.0,33.150196,-94.15323
Cavalier County,ND,351.0,9.4,57200.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,1.0,1.0,3896.0,525.0,524.0,48.626355,-98.045896
Dickey County,ND,505.0,10.3,56325.0,19.05487805,0.0,0.0,0.0,1.0,4.0,16.0,0.0,0.0,5248.0,0.0,0.0,46.173345,-98.59515
Divide County,ND,205.0,8.6,62922.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,3.0,0.0,2314.0,797.0,460.0,48.916404,-103.296951
Dunn County,ND,452.0,9.9,73135.0,133.7201396,0.0,6.0,1.0,52.0,126.0,588.0,32.0,1.0,44122.0,747.0,725.0,45.049762,-92.124327
Eddy County,ND,259.0,11.3,47804.0,41.59733777,0.0,0.0,0.0,1.0,3.0,15.0,0.0,0.0,2404.0,1147.0,1143.0,32.819669,-103.978353
Emmons County,ND,463.0,13.9,46952.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,5.0,0.0,3486.0,433.0,406.0,46.133779,-100.162028
Foster County,ND,276.0,8.4,53408.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,3366.0,559.0,595.0,47.455047,-98.566216
Golden Valley County,ND,182.0,10.2,56948.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,1823.0,453.0,380.0,46.734569,-103.982313
Grand Forks County,ND,9522.0,14.3,52022.0,226.9474841,0.0,26.0,21.0,110.0,270.0,1308.0,101.0,3.0,69179.0,917.0,751.0,47.670115,-97.108884
Grant County,ND,370.0,15.6,40879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7281.0,662.0,627.0,42.940412,-90.97229
Griggs County,ND,225.0,10.0,47222.0,130.6620209,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,2296.0,0.0,0.0,47.403796,-98.441035
Hettinger County,ND,267.0,10.6,53403.0,187.9699248,0.0,0.0,1.0,4.0,3.0,7.0,4.0,1.0,2660.0,729.0,727.0,46.540772,-102.867038
Kidder County,ND,334.0,13.9,46800.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,2.0,2.0,2428.0,236.0,233.0,47.144526,-99.993407
LaMoure County,ND,440.0,10.9,58638.0,48.00768123,0.0,0.0,1.0,1.0,2.0,6.0,3.0,0.0,4166.0,525.0,524.0,46.366041,-98.071356
Logan County,ND,219.0,11.8,50047.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,1.0,0.0,1946.0,523.0,549.0,37.78681,-81.984432
McHenry County,ND,653.0,11.1,56351.0,33.7723742,0.0,0.0,0.0,2.0,11.0,27.0,6.0,0.0,5922.0,675.0,674.0,48.091021,-100.616221
McIntosh County,ND,332.0,12.5,48494.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,2754.0,572.0,451.0,35.357918,-95.511754
McLean County,ND,960.0,10.0,62480.0,42.12299916,0.0,1.0,0.0,3.0,21.0,19.0,2.0,0.0,9496.0,662.0,424.0,47.158229,-100.785607
Mercer County,ND,630.0,7.2,75698.0,27.06359946,0.0,0.0,0.0,1.0,7.0,12.0,1.0,0.0,3695.0,683.0,684.0,37.368782,-81.096206
Morton County,ND,2316.0,7.8,64260.0,206.96792,2.0,13.0,5.0,40.0,66.0,489.0,50.0,5.0,28990.0,694.0,635.0,46.844186,-101.422618
Mountrail County,ND,1143.0,11.2,65606.0,181.3139932,4.0,0.0,0.0,13.0,25.0,78.0,27.0,4.0,9376.0,635.0,483.0,48.379866,-102.771809
Nelson County,ND,334.0,11.6,48196.0,101.4267361,0.0,1.0,1.0,13.0,75.0,165.0,12.0,1.0,14789.0,325.0,324.0,37.912142,-78.929889
Pembina County,ND,611.0,8.8,58683.0,97.47945969,0.0,1.0,0.0,6.0,15.0,37.0,4.0,1.0,7181.0,847.0,916.0,48.983037,-97.551627
Pierce County,ND,652.0,16.1,43419.0,27.97202797,0.0,0.0,0.0,2.0,6.0,28.0,0.0,1.0,7150.0,717.0,700.0,44.736178,-92.480249
Ramsey County,ND,1333.0,12.0,51607.0,129.8251688,0.0,5.0,2.0,8.0,64.0,266.0,16.0,1.0,11554.0,474.0,474.0,48.303341,-98.367869
Ransom County,ND,479.0,9.1,60122.0,54.38723713,1.0,0.0,0.0,2.0,21.0,35.0,6.0,0.0,5516.0,575.0,611.0,46.587426,-97.491948
Renville County,ND,192.0,7.6,65651.0,38.34355828,0.0,0.0,0.0,1.0,2.0,18.0,0.0,0.0,2608.0,425.0,424.0,48.730362,-101.827197
Richland County,ND,1556.0,10.2,56942.0,28.22148219,0.0,0.0,0.0,5.0,12.0,66.0,0.0,0.0,17717.0,547.0,503.0,43.340476,-90.38342
Rolette County,ND,3699.0,25.5,37634.0,13.71553971,0.0,0.0,0.0,2.0,15.0,17.0,8.0,0.0,14582.0,603.0,529.0,48.843585,-99.60951
Sargent County,ND,297.0,7.8,58626.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,3890.0,450.0,516.0,45.95421,-97.618492
Sheridan County,ND,230.0,17.6,38234.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,3.0,0.0,1304.0,699.0,726.0,44.907898,-107.166066
Sioux County,ND,1734.0,40.4,32895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1313.0,679.0,522.0,46.086599,-100.630182
Stark County,ND,2351.0,7.5,76844.0,84.64533604,0.0,0.0,0.0,5.0,24.0,41.0,4.0,1.0,5907.0,728.0,655.0,40.668263,-81.25981
Steele County,ND,153.0,7.8,61352.0,51.02040816,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,1960.0,735.0,717.0,44.168526,-93.248084
